UniqueID,loan_default
655269,0.24220630428571427
723482,0.3037904040476191
758529,0.31037235952380954
763449,0.29749514476190475
708663,0.32957886142857135
725530,0.41277333071428574
708592,0.35686116404761903
714975,0.2964244616666667
712795,0.31103073166666667
708656,0.3193860738095237
712520,0.1455834204761905
753695,0.32770492999999995
708646,0.2668945307142857
730225,0.21876424142857145
714877,0.22120525166666666
769166,0.3124872016666667
710254,0.15017985595238095
708812,0.33734875428571426
726172,0.36665643809523807
716959,0.2679541116666666
725935,0.34008306666666666
736039,0.463465401904762
748400,0.5185529895238096
753652,0.30925823
695108,0.1674156411904762
695320,0.06948930633333335
662145,0.21619365619047612
688068,0.028659143833333334
662099,0.0537998985
723985,0.11633705035714284
757491,0.12224602892857142
688610,0.12631345642857145
733285,0.11243174847619046
722392,0.06335705678571428
689941,0.10598237321428572
662086,0.04730745883333333
662336,0.09620388311904761
662373,0.12413927490476191
662111,0.0640526668095238
711459,0.04038955773809523
662098,0.08340872783333332
729627,0.0807343530952381
729023,0.07203766035714286
698148,0.12212879580952382
662059,0.09173349397619049
662318,0.09680303607142855
662400,0.024946616976190474
745881,0.16529533119047618
707400,0.02950654042857143
665203,0.2552864128571429
662265,0.15787129538095238
724712,0.07875173988095238
662430,0.1203462772857143
662431,0.15459688242857142
718315,0.17395202452380953
733477,0.2085869295238095
727178,0.1384807873809524
709205,0.03105745109523809
760975,0.11905709749999997
728884,0.045255058904761905
697644,0.14568718535714287
766710,0.22568747071428572
743227,0.10319888459523809
728888,0.21550021738095235
760702,0.15867516452380953
677241,0.28422654142857134
728922,0.11118784333333334
728655,0.1359873060714286
751372,0.25431401785714286
741935,0.12631260976190475
728307,0.15865503738095238
717735,0.24912572214285714
702566,0.146785565
757194,0.12930333761904764
727264,0.21238116761904766
767201,0.19825477976190478
756322,0.08890093321428572
728833,0.10639768895238096
710833,0.5078637211904761
742470,0.17868321190476188
697634,0.3032120471428571
702435,0.24763505499999997
761300,0.2612373547619048
734035,0.2289468804761905
728916,0.32861213952380947
728234,0.24477517547619046
747459,0.22176521428571427
742464,0.16537350785714283
728178,0.39681305452380944
756405,0.17529523214285714
729226,0.20456565499999999
729812,0.3106748111904762
761338,0.24019565404761908
710494,0.18755793880952382
764460,0.1538264569047619
