UniqueID,loan_default
655269,0.24563610343894984
723482,0.31199589133903016
758529,0.31242865136886844
763449,0.33178332851788916
708663,0.31771105758879026
725530,0.4002634360555111
708592,0.35968146430484266
714975,0.2943871164024598
712795,0.3003296485982867
708656,0.3286612356040384
712520,0.16151250626595126
753695,0.34640265185006286
708646,0.27833812438034844
730225,0.239677068438876
714877,0.22586458121776629
769166,0.31870668640784333
710254,0.15896181371009832
708812,0.32800554637540824
726172,0.37116393062203235
716959,0.2613551504123486
725935,0.3366459776554947
736039,0.43809711332006185
748400,0.5138471878656339
753652,0.33120062914596193
695108,0.15491697422529993
695320,0.0710936859419527
662145,0.2125209097912624
688068,0.03149141265213291
662099,0.05662863772288826
723985,0.11759241811353871
757491,0.10843548665077644
688610,0.11567829754917548
733285,0.1064329796206205
722392,0.06512877163444551
689941,0.10147247508692323
662086,0.047709293716645416
662336,0.08796305264070932
662373,0.108452598670647
662111,0.06736158031512143
711459,0.042368272221519565
662098,0.07515590779523897
729627,0.07434352187917011
729023,0.08386423530916637
698148,0.12168621496998998
662059,0.0867046715750342
662318,0.08786643919278754
662400,0.026735934034258054
745881,0.15238616164931806
707400,0.03274593290569175
665203,0.24368579904607998
662265,0.14137172601633693
724712,0.07989710855541451
662430,0.11084628592745724
662431,0.13296264117257914
718315,0.1696307651461571
733477,0.2055986025163342
727178,0.13127285166769984
709205,0.03564231804967656
760975,0.12245588055860587
728884,0.04913341883091552
697644,0.13571528980751316
766710,0.20592602571169022
743227,0.09279030676181112
728888,0.21059606188927188
760702,0.1508876594915208
677241,0.2774846547739459
728922,0.10185938074743854
728655,0.11673876390804352
751372,0.2549353008438023
741935,0.1266551127230041
728307,0.14887393531914833
717735,0.22880662826792622
702566,0.14188261947022948
757194,0.11572720518982603
727264,0.21007207776738687
767201,0.19290516523508303
756322,0.09275193389431044
728833,0.11068670949099316
710833,0.538765935497998
742470,0.16452620938956747
697634,0.28463994365192413
702435,0.23591851252251028
761300,0.2575091822987328
734035,0.2298308402942049
728916,0.2990602107520281
728234,0.23089742736312185
747459,0.21477734037697743
742464,0.15908549411505832
728178,0.3978701929739562
756405,0.17214658591038562
729226,0.21028722918639572
729812,0.2988220252630612
761338,0.24750553440526332
710494,0.18766878549267357
764460,0.1574234524568219
710622,0.17734432121017113
756779,0.23195667850299462
712028,0.21202780001452673
756503,0.12512562396628787
767068,0.17527995037187238
756908,0.24252135938369795
756887,0.2171060130900215
766830,0.2217114604644743
750180,0.19533164781067308
654130,0.20358833133307006
718310,0.1935938168325895
710116,0.1967157749710687
718090,0.11701884659535304
717738,0.10021282317733708
717763,0.1698270152766687
718122,0.22702970405457987
756482,0.17599730148869822
654116,0.1592293478519964
756860,0.1067017415666155
718369,0.10103571348286802
756598,0.17968877666202118
717871,0.21005351888699458
768065,0.16721834912014444
718014,0.21107302126655414
754576,0.23961311617921244
738611,0.2528182828047686
757087,0.19740329054425712
766961,0.184246299928023
717826,0.18038215459283832
717843,0.18770384773817064
715776,0.18578492530008395
721686,0.1656187758803645
717640,0.1164681318249636
718049,0.22209297380575269
756661,0.3007858978096075
757067,0.2228869167518586
766290,0.2097925565221824
764814,0.23005216118272107
766918,0.22961162415470815
718041,0.28590739818780847
710788,0.21879962608795342
767614,0.12057004299084055
757168,0.09310124713178373
690608,0.41280542944946524
692926,0.13044148961481247
691329,0.06250847412132397
683899,0.10597044973999378
691102,0.05076114237732435
758084,0.10591229643823777
695277,0.08325973161497102
680791,0.2841111231750907
739107,0.2960125544903189
719142,0.15511164887603104
693504,0.23683044422037336
739745,0.12695260458780278
691131,0.045061735744961605
766835,0.051151581749980926
689547,0.08919082283533862
719266,0.1180122216674411
681174,0.10472755295046823
710506,0.22702898624420043
708686,0.08557051932718726
739254,0.20436369685396544
684079,0.05982486571345385
745880,0.15875456770091603
680848,0.1353106129078569
692316,0.16813250129678897
739169,0.07196921241027349
757097,0.0986731357754919
683767,0.042032311415309186
682686,0.10899863128344033
681184,0.15275789996971917
719076,0.1001071246344591
739539,0.08996232071417554
693069,0.08977712501336332
689637,0.12258294211673802
719214,0.16375771011596812
680936,0.09409382818916665
766344,0.18200262780786178
729262,0.15158284958055687
766080,0.03816528915013432
729137,0.20670415312200724
729147,0.23516802242590373
754653,0.18188240236662434
729006,0.1536503821080694
721015,0.16441510605521992
743861,0.11947935594538858
724054,0.21955633343575082
710959,0.07598951761797118
755247,0.19138183526248587
729097,0.2637995575356717
728996,0.1630588623390211
728557,0.12619505752585053
739664,0.1119686918377635
766297,0.23429360039839833
753448,0.1761357590706461
766357,0.1777990646548901
746654,0.1960434062912013
703653,0.1253850085441883
729025,0.1531460301599513
730115,0.17839025108787154
759298,0.07273790900387422
766104,0.2232564004265163
711093,0.08400225313649763
766735,0.3827545297214864
710969,0.05888184573171002
766145,0.2567065378633757
729062,0.1514978972261748
744371,0.20797398540494044
747659,0.1551318847938051
662312,0.3029511733822447
761597,0.17286339740779982
766813,0.3931913407579974
663407,0.2651438568672201
668048,0.08034911008601682
663839,0.1751130279826306
679710,0.20349155850073403
669243,0.25564026286075836
657976,0.2715336210412798
663606,0.2231316734692646
657988,0.21808940509410502
759622,0.10972362917007698
759821,0.22279800282022835
662711,0.18459480259530167
665807,0.19365271159878777
657990,0.11622589914696438
675964,0.21449154643743193
663616,0.08888573582843987
668162,0.2613983029957949
662639,0.15370868580008726
678807,0.11005798700642964
662184,0.38860535399010476
674086,0.204272192264329
677849,0.23220334646057134
664508,0.26868266673538105
759356,0.23082929199449703
668185,0.14583749773895904
672969,0.25600946066825225
699983,0.3575633151027407
662810,0.23839709870227488
707024,0.21268880120630435
663060,0.24885806986232004
739466,0.1553091812179758
759755,0.18442242189800634
669312,0.26710576374799844
663024,0.18606080011819015
658299,0.25475416361836445
670527,0.09677196449950398
658403,0.15018166667930055
708480,0.288185668187068
683163,0.23451502448172845
656465,0.1669364869023051
686000,0.2930004240593433
662174,0.10679506787608414
748647,0.2505465526391922
658055,0.13183508322613077
748920,0.2670861423995673
765801,0.21647338265570149
762643,0.27955945949888794
657992,0.11482948446849431
658270,0.1466779745539451
685945,0.10853681737899332
739280,0.30900583601315273
674233,0.24419235521308089
769170,0.26915738671497175
662568,0.2469968054009216
668200,0.1356368876699423
663016,0.26911724170658413
